"table1.customerid","table1.dominant_gender","table1.max_gender","table2.dominant_size","table2.max_size","table3.last_purchase"
"17118155","Femme","1","37","1","2015-11-01 06:51:14.0"
"17131462","Femme","1","39","1","2015-11-01 08:55:00.0"
"17132511","Femme","1","42","1","2015-11-01 17:08:18.0"
"17134444","Femme","1","40","1","2015-11-01 17:55:11.0"
"17134444","Homme","1","40","1","2015-11-01 17:55:11.0"
"17143202","Femme","1","39","1","2015-11-01 03:50:10.0"
"17143879","Femme","1","35","1","2015-11-01 13:11:13.0"
"17151279","Femme","1","38","1","2015-11-01 17:42:16.0"
"17153798","Femme","1","41","1","2015-11-01 17:59:15.0"
"17157110","Femme","3","38","2","2015-11-01 09:02:04.0"
"17166605","Femme","1","39","1","2015-11-01 22:32:04.0"
"17169506","Homme","3","43","3","2015-11-01 12:39:07.0"
"17177629","Enfant","2","28","2","2015-11-01 10:53:01.0"
"17180347","Femme","1","40","1","2015-11-01 16:20:14.0"
"17191586","Sacs","1","","0","2015-11-01 14:55:12.0"
"17192678","Homme","1","40","1","2015-11-01 12:57:08.0"
"17193394","Femme","1","37","1","2015-11-01 19:43:08.0"
"17196228","Femme","1","40","1","2015-11-01 18:01:11.0"
"17197892","Homme","1","41","1","2015-11-01 20:40:04.0"
"17208565","Femme","2","38","1","2015-11-01 18:21:13.0"
"17212368","Femme","1","","0","2015-11-01 12:12:00.0"
"17215636","Homme","1","41","1","2015-11-01 16:01:09.0"
"17222466","Femme","1","39","1","2015-11-01 20:17:18.0"
"17227372","Femme","3","37","3","2015-11-01 22:42:01.0"
"17233996","Femme","1","40","1","2015-11-01 08:48:18.0"
"17236855","Femme","2","37","2","2015-11-01 16:39:08.0"
"17241788","Femme","2","39","2","2015-11-01 01:06:09.0"
"17242763","Accessoires","1","","0","2015-11-01 16:46:04.0"
"17244330","Femme","1","38","1","2015-11-01 21:23:10.0"
"17244915","Homme","1","42","1","2015-11-01 13:36:02.0"
"17246422","Enfant","1","","0","2015-11-01 20:04:08.0"
"17246832","Femme","1","36","1","2015-11-01 08:23:08.0"
"17251417","Femme","1","38","1","2015-11-01 11:16:08.0"
"17253804","Homme","2","47","1","2015-11-01 18:44:05.0"
"17253804","Homme","2","48","1","2015-11-01 18:44:05.0"
"17255443","Femme","2","","0","2015-11-01 07:29:00.0"
"17259147","Sacs","1","","0","2015-11-01 16:15:00.0"
"17268321","Enfant","1","36","1","2015-11-01 09:22:13.0"
"17273565","Femme","1","39","1","2015-11-01 20:33:06.0"
"17281017","Femme","1","38","1","2015-11-01 22:54:17.0"
"17281390","Femme","2","37","2","2015-11-01 13:57:17.0"
"17281473","Femme","1","37","1","2015-11-01 11:40:16.0"
"17282104","Homme","1","47","1","2015-11-01 10:01:05.0"
"17286805","Femme","1","40","1","2015-11-01 02:55:19.0"
"17291156","Femme","3","37","2","2015-11-01 08:04:12.0"
"17299664","Femme","1","38","1","2015-11-01 21:47:12.0"
"17307076","Homme","1","42","1","2015-11-01 09:33:01.0"
"17314667","Femme","2","39","1","2015-11-01 17:41:18.0"
"17314667","Femme","2","40","1","2015-11-01 17:41:18.0"
"17323939","Homme","1","44","1","2015-11-01 22:19:17.0"
"17325572","Femme","1","38","1","2015-11-01 06:34:00.0"
"17326133","Enfant","1","24","1","2015-11-01 21:06:14.0"
"17326205","Femme","3","38","3","2015-11-01 10:07:10.0"
"17329571","Femme","4","36","2","2015-11-01 10:12:15.0"
"17329571","Femme","4","37","2","2015-11-01 10:12:15.0"
"17335627","Homme","1","41","1","2015-11-01 16:06:18.0"
"17361757","Femme","1","37","1","2015-11-01 13:37:08.0"
"17362756","Femme","1","37","1","2015-11-01 10:35:08.0"
"17374547","Homme","1","46","1","2015-11-01 11:03:16.0"
"17380457","Femme","1","","0","2015-11-01 21:43:06.0"
"17394248","Homme","1","43","1","2015-11-01 15:54:08.0"
"17406188","Femme","1","38","1","2015-11-01 20:40:16.0"
"17422154","Femme","2","39","2","2015-11-01 22:35:09.0"
"17422769","Sacs","1","","0","2015-11-01 10:53:03.0"
"17426180","Enfant","1","34","1","2015-11-01 14:23:03.0"
"17426180","Enfant","1","39","1","2015-11-01 14:23:03.0"
"17426180","Homme","1","34","1","2015-11-01 14:23:03.0"
"17426180","Homme","1","39","1","2015-11-01 14:23:03.0"
"17428854","Femme","2","36","1","2015-11-01 11:20:14.0"
"17428854","Femme","2","38","1","2015-11-01 11:20:14.0"
"17432350","Femme","1","38","1","2015-11-01 13:24:05.0"
"17449960","Femme","1","37","1","2015-11-01 17:28:02.0"
"17449991","Femme","1","39","1","2015-11-01 17:11:18.0"
"17455992","Femme","1","39","1","2015-11-01 09:40:01.0"
"17462391","Enfant","1","30","1","2015-11-01 21:14:09.0"
"17464717","Femme","2","37","1","2015-11-01 21:46:09.0"
"17468856","Femme","1","36","1","2015-11-01 21:46:07.0"
"17469016","Femme","7","38","5","2015-11-01 12:42:14.0"
"17475252","Homme","1","44","1","2015-11-01 21:06:08.0"
"17480002","Femme","2","38","2","2015-11-01 21:03:15.0"
"17486216","Enfant","1","39","1","2015-11-01 01:08:15.0"
"17505347","Femme","1","41","1","2015-11-01 22:10:15.0"
"17513247","Femme","1","40","1","2015-11-01 12:42:03.0"
"17513758","Enfant","3","","0","2015-11-01 14:10:09.0"
"17525951","Femme","1","37","1","2015-11-01 12:26:19.0"
"17527702","Femme","1","36","1","2015-11-01 21:47:10.0"
"17529052","Femme","1","40","1","2015-11-01 19:10:09.0"
"17533429","Homme","1","","0","2015-11-01 17:39:06.0"
"17535019","Enfant","1","23","1","2015-11-01 19:31:01.0"
"17535988","Femme","1","36","1","2015-11-01 12:50:15.0"
"17537557","Homme","5","44","3","2015-11-01 15:50:06.0"
"17537758","Femme","2","37","2","2015-11-01 15:58:14.0"
"17538580","Femme","1","37","1","2015-11-01 14:30:01.0"
"17542659","Homme","1","46","1","2015-11-01 17:28:10.0"
"17542726","Femme","1","36","1","2015-11-01 15:46:01.0"
"17542876","Femme","1","40","1","2015-11-01 08:08:12.0"
"17548857","Femme","1","36","1","2015-11-01 21:16:10.0"
"17551237","Homme","1","42","1","2015-11-01 11:39:11.0"
"17560405","Femme","1","36","1","2015-11-01 17:36:05.0"
"17561570","Homme","1","44","1","2015-11-01 14:52:05.0"
"17596367","Homme","1","44","1","2015-11-01 00:06:08.0"
"17603715","Femme","1","39","1","2015-11-01 10:06:19.0"
"17609203","Femme","1","36","1","2015-11-01 11:37:15.0"
"17613799","Femme","3","40","3","2015-11-01 20:42:00.0"
"17615757","Enfant","1","","0","2015-11-01 21:26:07.0"
"17619291","Accessoires","1","39","1","2015-11-01 14:35:09.0"
"17619291","Femme","1","39","1","2015-11-01 14:35:09.0"
"17633826","Femme","2","36","1","2015-11-01 17:32:03.0"
"17633826","Femme","2","39","1","2015-11-01 17:32:03.0"
"17635456","Homme","1","42","1","2015-11-01 22:17:09.0"
"17636831","Femme","4","38","4","2015-11-01 08:03:04.0"
"17641766","Femme","1","40","1","2015-11-01 23:28:00.0"
"17643431","Femme","2","36","2","2015-11-01 17:54:13.0"
"17643951","Homme","2","44","2","2015-11-01 17:37:10.0"
"17653078","Homme","1","","0","2015-11-01 10:54:18.0"
"17657438","Femme","1","40","1","2015-11-01 21:50:17.0"
"17659626","Enfant","1","37","1","2015-11-01 15:28:11.0"
"17660889","Femme","3","42","3","2015-11-01 12:56:01.0"
"17669240","Femme","1","40","1","2015-11-01 17:11:10.0"
"17679205","Femme","1","41","1","2015-11-01 06:53:12.0"
"17685963","Femme","1","39","1","2015-11-01 10:16:14.0"
"17698508","Enfant","1","29","1","2015-11-01 16:24:02.0"
"17704215","Femme","1","42","1","2015-11-01 10:14:01.0"
"17704215","Homme","1","42","1","2015-11-01 10:14:01.0"
"17704545","Femme","1","37","1","2015-11-01 22:13:11.0"
"17706537","Femme","1","41","1","2015-11-01 10:02:09.0"
"17707270","Femme","2","37","2","2015-11-01 20:15:06.0"
"17710797","Femme","1","42","1","2015-11-01 10:55:07.0"
"17713334","Homme","1","44","1","2015-11-01 21:14:17.0"
"17722422","Femme","1","41","1","2015-11-01 18:46:13.0"
"17723649","Femme","3","39","2","2015-11-01 22:09:06.0"
"17725977","Femme","1","37","1","2015-11-01 01:05:15.0"
"17729126","Femme","5","37","5","2015-11-01 08:48:11.0"
"17739878","Homme","1","33","1","2015-11-01 15:58:11.0"
"17739878","Homme","1","41","1","2015-11-01 15:58:11.0"
"17739878","Enfant","1","33","1","2015-11-01 15:58:11.0"
"17739878","Enfant","1","41","1","2015-11-01 15:58:11.0"
"17741096","Femme","1","37","1","2015-11-01 13:01:11.0"
"17747436","Femme","2","41","2","2015-11-01 11:59:03.0"
"17750678","Femme","1","42","1","2015-11-01 12:02:07.0"
"17751262","Femme","5","39","4","2015-11-01 01:07:13.0"
"17757348","Enfant","1","22","1","2015-11-01 11:09:07.0"
"17759112","Homme","1","39","1","2015-11-01 10:11:00.0"
"17760436","Femme","2","37","1","2015-11-01 05:22:03.0"
"17760436","Femme","2","38","1","2015-11-01 05:22:03.0"
"17763145","Homme","1","41","1","2015-11-01 19:48:14.0"
"17767315","Femme","1","37","1","2015-11-01 11:45:17.0"
"17772704","Femme","1","37","1","2015-11-01 20:55:03.0"
"17782050","Enfant","1","38","1","2015-11-01 08:10:03.0"
"17786373","Enfant","1","35","1","2015-11-01 22:15:10.0"
"17789336","Femme","1","35","1","2015-11-01 22:55:06.0"
"17791145","Femme","1","38","1","2015-11-01 15:06:17.0"
"17793307","Enfant","1","35","1","2015-11-01 21:25:19.0"
"17794154","Homme","1","43","1","2015-11-01 17:30:09.0"
"17794669","Homme","1","42","1","2015-11-01 21:54:00.0"
"17795861","Femme","1","39","1","2015-11-01 11:36:15.0"
"17799097","Femme","2","37","1","2015-11-01 13:03:13.0"
"17799097","Femme","2","38","1","2015-11-01 13:03:13.0"
"17805854","Femme","1","41","1","2015-11-01 02:43:04.0"
"17805854","Accessoires","1","41","1","2015-11-01 02:43:04.0"
"17806409","Femme","1","40","1","2015-11-01 20:42:08.0"
"17808775","Femme","1","37","1","2015-11-01 23:48:01.0"
"17811791","Femme","1","36","1","2015-11-01 12:31:18.0"
"17819995","Femme","1","","0","2015-11-01 23:07:00.0"
"17820624","Femme","1","37","1","2015-11-01 11:41:10.0"
"17822740","Femme","1","","0","2015-11-01 12:17:15.0"
"17823199","Homme","1","","0","2015-11-01 11:10:16.0"
"17829734","Homme","1","40","1","2015-11-01 09:14:18.0"
"17830374","Homme","1","43","1","2015-11-01 15:49:14.0"
"17834812","Femme","2","40","2","2015-11-01 11:40:10.0"
"17835964","Femme","2","38","2","2015-11-01 22:23:00.0"
"17837294","Accessoires","1","","0","2015-11-01 21:30:13.0"
"17837294","Homme","1","","0","2015-11-01 21:30:13.0"
"17839233","Femme","1","38","1","2015-11-01 18:33:07.0"
"17842471","Homme","1","47","1","2015-11-01 09:18:05.0"
"17842965","Femme","4","36","4","2015-11-01 18:46:07.0"
"17843176","Homme","1","","0","2015-11-01 18:34:19.0"
"17846265","Homme","1","45","1","2015-11-01 09:42:16.0"
"17846481","Sacs","1","","0","2015-11-01 14:54:00.0"
"17847319","Femme","5","39","5","2015-11-01 21:59:08.0"
"17850361","Femme","1","39","1","2015-11-01 22:18:11.0"
"17853786","Homme","1","44","1","2015-11-01 19:27:07.0"
"17858088","Femme","5","38","3","2015-11-01 10:54:08.0"
"17858899","Homme","2","44","2","2015-11-01 20:44:10.0"
"17859469","Homme","1","41","1","2015-11-01 18:51:10.0"
"17861532","Femme","1","38","1","2015-11-01 19:23:03.0"
"17864098","Homme","1","42","1","2015-11-01 13:03:08.0"
"17864627","Homme","1","42","1","2015-11-01 11:06:01.0"
"17865261","Homme","1","","0","2015-11-01 22:26:17.0"
"17866209","Homme","1","","0","2015-11-01 09:15:15.0"
"17866349","Femme","1","40","1","2015-11-01 21:45:11.0"
"17867850","Homme","1","45","1","2015-11-01 11:45:00.0"
"17868775","Femme","1","37","1","2015-11-01 19:00:02.0"
"17870269","Femme","1","36","1","2015-11-01 13:10:19.0"
"17870359","Femme","1","40","1","2015-11-01 22:05:03.0"
"17872341","Femme","2","39","2","2015-11-01 10:24:12.0"
"17872475","Homme","1","45","1","2015-11-01 23:29:14.0"
"17872679","Femme","1","40","1","2015-11-01 17:22:12.0"
"17875417","Femme","1","39","1","2015-11-01 23:26:06.0"
"17876651","Homme","1","42","1","2015-11-01 00:46:05.0"
"17877925","Femme","1","38","1","2015-11-01 17:40:06.0"
"17878990","Accessoires","1","36","1","2015-11-01 12:29:05.0"
"17878990","Enfant","1","36","1","2015-11-01 12:29:05.0"
"17879202","Femme","1","41","1","2015-11-01 19:50:07.0"
"17880730","Femme","2","38","1","2015-11-01 22:42:07.0"
"17881296","Homme","1","48","1","2015-11-01 10:45:05.0"
"17883634","Enfant","1","","0","2015-11-01 17:06:12.0"
"17885841","Femme","1","41","1","2015-11-01 15:53:17.0"
"17887143","Homme","1","43","1","2015-11-01 13:40:11.0"
"17887862","Femme","2","40","2","2015-11-01 11:58:19.0"
"17889412","Femme","2","41","2","2015-11-01 21:27:08.0"
"17892020","Femme","1","37","1","2015-11-01 19:38:04.0"
"17892101","Femme","1","39","1","2015-11-01 13:41:09.0"
"17892965","Homme","1","43","1","2015-11-01 11:37:07.0"
"17893903","Femme","1","38","1","2015-11-01 22:06:17.0"
"17894069","Femme","1","38","1","2015-11-01 12:20:08.0"
"17894926","Femme","1","38","1","2015-11-01 11:56:06.0"
"17895616","Enfant","1","19","1","2015-11-01 10:38:00.0"
"17895812","Enfant","3","25","2","2015-11-01 21:12:15.0"
"17898152","Femme","2","37","1","2015-11-01 09:21:18.0"
"17899249","Femme","1","39","1","2015-11-01 21:40:08.0"
"17900532","Homme","1","44","1","2015-11-01 09:50:07.0"
"17900581","Femme","1","40","1","2015-11-01 19:18:07.0"
"17901055","Femme","6","39","6","2015-11-01 00:38:11.0"
"17902333","Femme","1","41","1","2015-11-01 10:24:00.0"
"17903257","Femme","1","39","1","2015-11-01 15:19:17.0"
"17903649","Femme","2","37","2","2015-11-01 12:24:19.0"
"17903791","Femme","1","41","1","2015-11-01 00:07:15.0"
"17904147","Sacs","1","","0","2015-11-01 18:12:15.0"
"17904178","Femme","1","40","1","2015-11-01 18:55:01.0"
"17904853","Accessoires","1","39","1","2015-11-01 17:22:07.0"
"17904853","Femme","1","39","1","2015-11-01 17:22:07.0"
"17904883","Femme","1","38","1","2015-11-01 02:57:18.0"
"17907041","Homme","1","43","1","2015-11-01 00:58:16.0"
"17908245","Femme","1","36","1","2015-11-01 17:22:16.0"
"17908503","Femme","1","37","1","2015-11-01 22:25:17.0"
"17908777","Femme","2","","0","2015-11-01 20:37:10.0"
"17909083","Femme","1","40","1","2015-11-01 10:17:07.0"
"17909768","Enfant","2","24","2","2015-11-01 13:53:11.0"
"17910631","Homme","1","42","1","2015-11-01 06:26:13.0"
"17912475","Accessoires","1","44","1","2015-11-01 23:54:05.0"
"17912475","Homme","1","44","1","2015-11-01 23:54:05.0"
"17913199","Homme","1","44","1","2015-11-01 09:25:15.0"
"17913358","Homme","1","45","1","2015-11-01 12:02:16.0"
"17913396","Femme","1","36","1","2015-11-01 18:37:08.0"
"17913611","Femme","1","37","1","2015-11-01 11:50:15.0"
"17914043","Femme","1","38","1","2015-11-01 21:55:07.0"
"17914231","Femme","1","37","1","2015-11-01 21:07:05.0"
"17914385","Femme","1","38","1","2015-11-01 17:45:11.0"
"17914470","Femme","2","40","1","2015-11-01 10:07:10.0"
"17914481","Femme","1","38","1","2015-11-01 14:43:04.0"
"17914934","Femme","1","38","1","2015-11-01 19:25:14.0"
"17916274","Homme","1","45","1","2015-11-01 09:56:04.0"
"17916586","Homme","1","","0","2015-11-01 17:36:13.0"
"17916662","Homme","1","","0","2015-11-01 09:12:06.0"
"17916677","Homme","1","45","1","2015-11-01 16:56:14.0"
"17917049","Femme","1","38","1","2015-11-01 13:07:17.0"
"17917136","Homme","1","41","1","2015-11-01 11:56:10.0"
"17917146","Femme","1","40","1","2015-11-01 13:17:16.0"
"17918361","Enfant","1","24","1","2015-11-01 09:54:17.0"
"17918452","Femme","1","38","1","2015-11-01 11:21:05.0"
"17918555","Femme","2","37","1","2015-11-01 16:48:11.0"
"17918555","Femme","2","38","1","2015-11-01 16:48:11.0"
"17918720","Femme","1","40","1","2015-11-01 14:30:03.0"
"17918958","Enfant","2","19","1","2015-11-01 15:45:16.0"
"17918958","Enfant","2","29","1","2015-11-01 15:45:16.0"
"17918969","Femme","1","38","1","2015-11-01 17:30:11.0"
"17919190","Femme","1","","0","2015-11-01 22:45:13.0"
"17920602","Femme","1","40","1","2015-11-01 13:54:09.0"
"17920646","Femme","1","38","1","2015-11-01 09:08:09.0"
"17920984","Enfant","1","26","1","2015-11-01 10:08:11.0"
"17921395","Enfant","1","35","1","2015-11-01 13:00:04.0"
"17921728","Femme","1","39","1","2015-11-01 08:30:02.0"
"17922773","Enfant","1","20","1","2015-11-01 11:20:03.0"
"17922900","Femme","1","40","1","2015-11-01 10:51:06.0"
"17923091","Femme","1","40","1","2015-11-01 09:13:10.0"
"17923181","Femme","1","39","1","2015-11-01 18:30:10.0"
"17923359","Femme","1","","0","2015-11-01 20:23:02.0"
"17923391","Femme","4","40","4","2015-11-01 22:00:13.0"
"17923642","Femme","1","38","1","2015-11-01 08:42:15.0"
"17924388","Femme","1","38","1","2015-11-01 20:16:05.0"
"17924436","Homme","1","41","1","2015-11-01 23:40:00.0"
"17924768","Femme","1","40","1","2015-11-01 20:34:08.0"
"17925221","Femme","1","38","1","2015-11-01 17:12:16.0"
"17925318","Femme","1","39","1","2015-11-01 12:08:15.0"
"17925353","Femme","1","38","1","2015-11-01 15:32:09.0"
"17925807","Enfant","1","39","1","2015-11-01 20:41:14.0"
"17925830","Homme","1","44","1","2015-11-01 11:35:16.0"
"17926102","Femme","1","37","1","2015-11-01 22:36:03.0"
"17926451","Femme","1","37","1","2015-11-01 18:14:10.0"
"17926468","Homme","1","43","1","2015-11-01 17:59:14.0"
"17926510","Femme","1","36","1","2015-11-01 02:21:00.0"
"17926686","Femme","1","41","1","2015-11-01 10:39:02.0"
"17926886","Homme","2","42","2","2015-11-01 00:47:08.0"
"17926991","Homme","1","41","1","2015-11-01 08:38:19.0"
"17927063","Enfant","1","37","1","2015-11-01 00:01:08.0"
"17927088","Femme","1","41","1","2015-11-01 00:10:14.0"
"17927090","Homme","1","45","1","2015-11-01 00:11:04.0"
"17927094","Accessoires","1","","0","2015-11-01 00:48:07.0"
"17927097","Femme","1","36","1","2015-11-01 00:16:18.0"
"17927110","Femme","1","37","1","2015-11-01 00:54:07.0"
"17927123","Femme","1","38","1","2015-11-01 00:36:06.0"
"17927130","Homme","1","","0","2015-11-01 00:45:03.0"
"17927138","Femme","1","37","1","2015-11-01 01:00:15.0"
"17927141","Femme","1","39","1","2015-11-01 00:53:01.0"
"17927143","Accessoires","1","41","1","2015-11-01 01:03:10.0"
"17927143","Femme","1","41","1","2015-11-01 01:03:10.0"
"17927144","Femme","2","38","2","2015-11-01 00:55:03.0"
"17927152","Femme","1","37","1","2015-11-01 01:04:01.0"
"17927157","Femme","1","36","1","2015-11-01 01:10:18.0"
"17927159","Femme","1","38","1","2015-11-01 01:58:00.0"
"17927163","Femme","1","40","1","2015-11-01 01:26:08.0"
"17927165","Femme","2","40","2","2015-11-01 01:24:03.0"
"17927166","Femme","4","37","3","2015-11-01 01:26:19.0"
"17927169","Homme","1","42","1","2015-11-01 01:34:19.0"
"17927177","Femme","2","41","2","2015-11-01 17:29:00.0"
"17927179","Enfant","3","23","3","2015-11-01 22:48:18.0"
"17927208","Accessoires","1","","0","2015-11-01 03:12:11.0"
"17927219","Femme","1","38","1","2015-11-01 03:38:12.0"
"17927224","Enfant","1","26","1","2015-11-01 13:16:11.0"
"17927236","Femme","2","39","2","2015-11-01 06:01:10.0"
"17927251","Femme","1","40","1","2015-11-01 07:06:06.0"
"17927252","Femme","1","37","1","2015-11-01 07:05:08.0"
"17927253","Femme","1","38","1","2015-11-01 07:22:05.0"
"17927265","Femme","1","40","1","2015-11-01 07:36:01.0"
"17927268","Femme","2","40","2","2015-11-01 07:42:02.0"
"17927270","Femme","1","41","1","2015-11-01 07:47:15.0"
"17927273","Homme","3","41","1","2015-11-01 11:19:00.0"
"17927274","Enfant","2","24","1","2015-11-01 07:42:17.0"
"17927274","Enfant","2","32","1","2015-11-01 07:42:17.0"
"17927292","Femme","1","39","1","2015-11-01 07:59:11.0"
"17927301","Homme","1","43","1","2015-11-01 08:10:11.0"
"17927315","Femme","1","","0","2015-11-01 08:17:09.0"
"17927346","Femme","1","39","1","2015-11-01 08:33:11.0"
"17927357","Femme","1","37","1","2015-11-01 08:34:12.0"
"17927359","Femme","1","","0","2015-11-01 08:36:17.0"
"17927387","Enfant","1","34","1","2015-11-01 08:46:07.0"
"17927392","Femme","2","39","2","2015-11-01 08:51:06.0"
"17927396","Femme","1","41","1","2015-11-01 08:50:04.0"
"17927423","Femme","1","41","1","2015-11-01 09:06:01.0"
"17927424","Femme","1","39","1","2015-11-01 09:07:10.0"
